	set1_id	set1_country	set1_city	set2_id	set2_country	set2_city	set1_orgname_with_city	set2_orgname_with_city	set1_tokens	set2_tokens	similarity	id_match
291	60280751	Germany	Koblenz	60280861	Germany	Landau	Universität Koblenz-Landau Koblenz Campus, Koblenz	Universität Koblenz-Landau Landau Campus, Landau	universit|t|koblenz|landau|koblenz|campus|koblenz	universit|t|koblenz|landau|landau|campus|landau	1.0	False
292	60297217	United States	Walnut Creek	60298690	United States	Walnut Creek	Sloiron Inc, Walnut Creek	Sloiron, Inc., Walnut Creek	sloiron|walnut|creek	sloiron|walnut|creek	1.0	False
293	60298690	United States	Walnut Creek	60297217	United States	Walnut Creek	Sloiron, Inc., Walnut Creek	Sloiron Inc, Walnut Creek	sloiron|walnut|creek	sloiron|walnut|creek	1.0	False
294	60312460	United States	Pittsboro	60310831	United States	Pittsboro	Biolex Therapeutics, Inc., Pittsboro	Biolex Therapeutics Inc, Pittsboro	biolex|therapeutics|pittsboro	biolex|therapeutics|pittsboro	1.0	False
295	60306625	Germany	Weil am Rhein	60300443	Germany	Weil am Rhein	Conductix-Wampfler GmbH, Weil am Rhein	Conductix-Wampfler Gmbh, Weil am Rhein	conductix|wampfler|gmbh|weil|am|rhein	conductix|wampfler|gmbh|weil|am|rhein	1.0	False
296	60298943	China	Guangzhou	60311427	China	Guangzhou	Bio-Thera Solutions, Ltd., Guangzhou	Bio-Thera Solutions Ltd., Guangzhou	bio|thera|solutions|guangzhou	bio|thera|solutions|guangzhou	1.0	False
297	60310540	China	Qufu	60311292	China	Qufu	Shandong Donghong Pipe Industry Co., Ltd., Qufu	Shandong Donghong Pipe Industry Co., Ltd, Qufu	shandong|donghong|pipe|industry|qufu	shandong|donghong|pipe|industry|qufu	1.0	False
298	60306853	South Korea	Anyang	60298861	South Korea	Anyang	HaplnScience Inc, Anyang	Haplnscience Inc., Anyang	haplnscience|anyang	haplnscience|anyang	1.0	False
299	60310831	United States	Pittsboro	60312460	United States	Pittsboro	Biolex Therapeutics Inc, Pittsboro	Biolex Therapeutics, Inc., Pittsboro	biolex|therapeutics|pittsboro	biolex|therapeutics|pittsboro	1.0	False
300	60297305	Portugal	Cantanhede	60307500	Portugal	Cantanhede	Biomimetx S.A., Cantanhede	BioMimetx S.A., Cantanhede	biomimetx|s|cantanhede	biomimetx|s|cantanhede	1.0	False
301	60311292	China	Qufu	60310540	China	Qufu	Shandong Donghong Pipe Industry Co., Ltd, Qufu	Shandong Donghong Pipe Industry Co., Ltd., Qufu	shandong|donghong|pipe|industry|qufu	shandong|donghong|pipe|industry|qufu	1.0	False
302	60311427	China	Guangzhou	60298943	China	Guangzhou	Bio-Thera Solutions Ltd., Guangzhou	Bio-Thera Solutions, Ltd., Guangzhou	bio|thera|solutions|guangzhou	bio|thera|solutions|guangzhou	1.0	False
303	60309318	China	Shanghai	60311297	China	Shanghai	Shanghai Weipu Chemical Technology Service Co., Ltd., Shanghai	Shanghai WEIPU Chemical Technology Service Co., Ltd., Shanghai	shanghai|weipu|chemical|technology|service|shanghai	shanghai|weipu|chemical|technology|service|shanghai	1.0	False
304	60309689	Germany	Potsdam	60294915	Germany	Potsdam	Biotx.ai, GmbH, Potsdam	biotx.ai GmbH, Potsdam	biotx|ai|gmbh|potsdam	biotx|ai|gmbh|potsdam	1.0	False
305	60341931	Netherlands	Amsterdam	60328239	Netherlands	Amsterdam	Confocal NL, Amsterdam	Confocal.nl, Amsterdam	confocal|nl|amsterdam	confocal|nl|amsterdam	1.0	False
306	60311297	China	Shanghai	60309318	China	Shanghai	Shanghai WEIPU Chemical Technology Service Co., Ltd., Shanghai	Shanghai Weipu Chemical Technology Service Co., Ltd., Shanghai	shanghai|weipu|chemical|technology|service|shanghai	shanghai|weipu|chemical|technology|service|shanghai	1.0	False
307	60300443	Germany	Weil am Rhein	60306625	Germany	Weil am Rhein	Conductix-Wampfler Gmbh, Weil am Rhein	Conductix-Wampfler GmbH, Weil am Rhein	conductix|wampfler|gmbh|weil|am|rhein	conductix|wampfler|gmbh|weil|am|rhein	1.0	False
308	60307500	Portugal	Cantanhede	60297305	Portugal	Cantanhede	BioMimetx S.A., Cantanhede	Biomimetx S.A., Cantanhede	biomimetx|s|cantanhede	biomimetx|s|cantanhede	1.0	False
309	60298861	South Korea	Anyang	60306853	South Korea	Anyang	Haplnscience Inc., Anyang	HaplnScience Inc, Anyang	haplnscience|anyang	haplnscience|anyang	1.0	False
310	60294915	Germany	Potsdam	60309689	Germany	Potsdam	biotx.ai GmbH, Potsdam	Biotx.ai, GmbH, Potsdam	biotx|ai|gmbh|potsdam	biotx|ai|gmbh|potsdam	1.0	False
311	60328239	Netherlands	Amsterdam	60341931	Netherlands	Amsterdam	Confocal.nl, Amsterdam	Confocal NL, Amsterdam	confocal|nl|amsterdam	confocal|nl|amsterdam	1.0	False
312	60295571	United States	San Jose	60319064	United States	San Jose	Light Field Lab, Inc., San Jose	Light Field Lab, San Jose	light|field|lab|san|jose	light|field|lab|san|jose	1.0	False
313	60300433	China	Chongqing	60306643	China	Chongqing	Chongqing Genrix Biopharmaceutical Co Ltd, Chongqing	Chongqing Genrix Biopharmaceutical Co., Ltd, Chongqing	chongqing|genrix|biopharmaceutical|chongqing	chongqing|genrix|biopharmaceutical|chongqing	1.0	False
314	60319064	United States	San Jose	60295571	United States	San Jose	Light Field Lab, San Jose	Light Field Lab, Inc., San Jose	light|field|lab|san|jose	light|field|lab|san|jose	1.0	False
315	60301684	China	Chongqing	60302178	China	Chongqing	Chongqing Ruiyun Technology co., ltd., Chongqing	Chongqing Ruiyun Technology Co., Ltd., Chongqing	chongqing|ruiyun|technology|chongqing	chongqing|ruiyun|technology|chongqing	1.0	False
316	60306643	China	Chongqing	60300433	China	Chongqing	Chongqing Genrix Biopharmaceutical Co., Ltd, Chongqing	Chongqing Genrix Biopharmaceutical Co Ltd, Chongqing	chongqing|genrix|biopharmaceutical|chongqing	chongqing|genrix|biopharmaceutical|chongqing	1.0	False
317	60302178	China	Chongqing	60301684	China	Chongqing	Chongqing Ruiyun Technology Co., Ltd., Chongqing	Chongqing Ruiyun Technology co., ltd., Chongqing	chongqing|ruiyun|technology|chongqing	chongqing|ruiyun|technology|chongqing	1.0	False
318	60296916	China	Nanjing	60311155	China	Nanjing	PharmaBlock Sciences (Nanjing), Inc., Nanjing	PharmaBlock Sciences (Nanjing) Inc., Nanjing	pharmablock|sciences|nanjing|nanjing	pharmablock|sciences|nanjing|nanjing	1.0	False
319	60311155	China	Nanjing	60296916	China	Nanjing	PharmaBlock Sciences (Nanjing) Inc., Nanjing	PharmaBlock Sciences (Nanjing), Inc., Nanjing	pharmablock|sciences|nanjing|nanjing	pharmablock|sciences|nanjing|nanjing	1.0	False
320	60310692	United States	Reno	60309297	United States	Reno	ProThera, Reno	ProThera, Inc., Reno	prothera|reno	prothera|reno	1.0	False
321	60309297	United States	Reno	60310692	United States	Reno	ProThera, Inc., Reno	ProThera, Reno	prothera|reno	prothera|reno	1.0	False
322	60292037	United Kingdom	York	60311537	United States	York	Pro-Cure Therapeutics Ltd., York	Pro-Cure Therapeutics, York	pro|cure|therapeutics|york	pro|cure|therapeutics|york	1.0	False
323	60303079	United Kingdom	Cambridge	60118653	United Kingdom	Cambridge	Prowler.io Limited, Cambridge	PROWLER.io Limited, Cambridge	prowler|io|limited|cambridge	prowler|io|limited|cambridge	1.0	False
324	60311537	United States	York	60292037	United Kingdom	York	Pro-Cure Therapeutics, York	Pro-Cure Therapeutics Ltd., York	pro|cure|therapeutics|york	pro|cure|therapeutics|york	1.0	False
325	60295335	United States	Kirkland	60090415	United States	Kirkland	ProteoTech Inc, Kirkland	ProteoTech, Inc., Kirkland	proteotech|kirkland	proteotech|kirkland	1.0	False
326	60297983	United States	Redlands	60004715	United States	Redlands	Esri, Redlands	ESRI, Redlands	esri|redlands	esri|redlands	1.0	False
327	60318509	United States	New York	60112357	United States	New York	L3 Technologies, New York	L3 Technologies, Inc., New York	l3|technologies|new|york	l3|technologies|new|york	1.0	False
328	60311282	China	Shanghai	60309302	China	Shanghai	Rajax Network Technology Co., Ltd., Shanghai	Rajax Network Technology Co., Ltd, Shanghai	rajax|network|technology|shanghai	rajax|network|technology|shanghai	1.0	False
329	60293654	United States	Southfield	60078277	United States	Southfield	Federal Mogul Corporation, Southfield	Federal-Mogul Corporation, Southfield	federal|mogul|corporation|southfield	federal|mogul|corporation|southfield	1.0	False
330	60309302	China	Shanghai	60311282	China	Shanghai	Rajax Network Technology Co., Ltd, Shanghai	Rajax Network Technology Co., Ltd., Shanghai	rajax|network|technology|shanghai	rajax|network|technology|shanghai	1.0	False
331	60311501	United States	Denver	60309007	United States	Denver	RavenBrick LLC, Denver	Ravenbrick LLC, Denver	ravenbrick|llc|denver	ravenbrick|llc|denver	1.0	False
332	60309007	United States	Denver	60311501	United States	Denver	Ravenbrick LLC, Denver	RavenBrick LLC, Denver	ravenbrick|llc|denver	ravenbrick|llc|denver	1.0	False
333	60295438	United States	Bothell	60303365	United States	Bothell	Alder Biopharmaceuticals Inc., Bothell	Alder BioPharmaceuticals Inc, Bothell	alder|biopharmaceuticals|bothell	alder|biopharmaceuticals|bothell	1.0	False
334	60303365	United States	Bothell	60295438	United States	Bothell	Alder BioPharmaceuticals Inc, Bothell	Alder Biopharmaceuticals Inc., Bothell	alder|biopharmaceuticals|bothell	alder|biopharmaceuticals|bothell	1.0	False
335	60311416	China	Beijing	60308854	China	Beijing	Beijing Jingdong Qianshi Technology Co., Ltd., Beijing	Beijing Jingdong Qianshi Technology Co.,Ltd, Beijing	beijing|jingdong|qianshi|technology|beijing	beijing|jingdong|qianshi|technology|beijing	1.0	False
336	60311417	China	Beijing	60299836	China	Beijing	Beijing Sankuai Online Technology Co., Ltd., Beijing	Beijing Sankuai Online Technology Co.,Ltd., Beijing	beijing|sankuai|online|technology|beijing	beijing|sankuai|online|technology|beijing	1.0	False
337	60308854	China	Beijing	60311416	China	Beijing	Beijing Jingdong Qianshi Technology Co.,Ltd, Beijing	Beijing Jingdong Qianshi Technology Co., Ltd., Beijing	beijing|jingdong|qianshi|technology|beijing	beijing|jingdong|qianshi|technology|beijing	1.0	False
338	60299836	China	Beijing	60311417	China	Beijing	Beijing Sankuai Online Technology Co.,Ltd., Beijing	Beijing Sankuai Online Technology Co., Ltd., Beijing	beijing|sankuai|online|technology|beijing	beijing|sankuai|online|technology|beijing	1.0	False
339	60296662	United States	Greenwood Village	60115000	United States	Greenwood Village	American Medical Response, Greenwood Village	American Medical Response, Inc., Greenwood Village	american|medical|response|greenwood|village	american|medical|response|greenwood|village	1.0	False
340	60323772	China	Changsha	60320060	China	Changsha	State Grid Hunan Electric Power Co., Ltd., Changsha	State Grid Hunan Electric Power Co Ltd, Changsha	state|grid|hunan|electric|power|changsha	state|grid|hunan|electric|power|changsha	1.0	False
341	60320060	China	Changsha	60323772	China	Changsha	State Grid Hunan Electric Power Co Ltd, Changsha	State Grid Hunan Electric Power Co., Ltd., Changsha	state|grid|hunan|electric|power|changsha	state|grid|hunan|electric|power|changsha	1.0	False
342	60314712	United States	Lakewood	60313145	United States	Lakewood	COBE Laboratories, Inc, Lakewood	COBE Laboratories, Inc., Lakewood	cobe|laboratories|lakewood	cobe|laboratories|lakewood	1.0	False
343	60313145	United States	Lakewood	60314712	United States	Lakewood	COBE Laboratories, Inc., Lakewood	COBE Laboratories, Inc, Lakewood	cobe|laboratories|lakewood	cobe|laboratories|lakewood	1.0	False
344	60293868	Hungary	Debrecen	60297039	Hungary	Debrecen	Fempharma, Debrecen	Fempharma Ltd., Debrecen	fempharma|debrecen	fempharma|debrecen	1.0	False
345	60297039	Hungary	Debrecen	60293868	Hungary	Debrecen	Fempharma Ltd., Debrecen	Fempharma, Debrecen	fempharma|debrecen	fempharma|debrecen	1.0	False
346	60297112	United States	Oakland	60296846	United States	Oakland	Fabric Genomics, Inc., Oakland	Fabric Genomics Inc., Oakland	fabric|genomics|oakland	fabric|genomics|oakland	1.0	False
347	60296846	United States	Oakland	60297112	United States	Oakland	Fabric Genomics Inc., Oakland	Fabric Genomics, Inc., Oakland	fabric|genomics|oakland	fabric|genomics|oakland	1.0	False
348	60284770	Japan	Tokyo	60172569	Japan	Tokyo	Tokyo Medical and Dental University Medical Hospital, Tokyo	Tokyo Medical and Dental University Dental Hospital, Tokyo	tokyo|medical|dental|university|medical|hospital|tokyo	tokyo|medical|dental|university|dental|hospital|tokyo	1.0	False
349	60284770	Japan	Tokyo	60172569	Japan	Tokyo	Tokyo Medical and Dental University Medical Hospital, Tokyo	Tokyo Medical and Dental University, Dental Hospital, Tokyo	tokyo|medical|dental|university|medical|hospital|tokyo	tokyo|medical|dental|university|dental|hospital|tokyo	1.0	False
350	60284770	Japan	Tokyo	60283921	Japan	Tokyo	Tokyo Medical and Dental University Medical Hospital, Tokyo	Tokyo Medical and Dental University Hospital, Tokyo	tokyo|medical|dental|university|medical|hospital|tokyo	tokyo|medical|dental|university|hospital|tokyo	1.0	False
351	60299831	Canada	Toronto	60310275	Canada	Toronto	AntlerA Therapeutics Inc., Toronto	Antlera Therapeutics Inc., Toronto	antlera|therapeutics|toronto	antlera|therapeutics|toronto	1.0	False
352	60310275	Canada	Toronto	60299831	Canada	Toronto	Antlera Therapeutics Inc., Toronto	AntlerA Therapeutics Inc., Toronto	antlera|therapeutics|toronto	antlera|therapeutics|toronto	1.0	False
353	60283921	Japan	Tokyo	60172569	Japan	Tokyo	Tokyo Medical and Dental University Hospital, Tokyo	Tokyo Medical and Dental University Dental Hospital, Tokyo	tokyo|medical|dental|university|hospital|tokyo	tokyo|medical|dental|university|dental|hospital|tokyo	1.0	False
354	60283921	Japan	Tokyo	60172569	Japan	Tokyo	Tokyo Medical and Dental University Hospital, Tokyo	Tokyo Medical and Dental University, Dental Hospital, Tokyo	tokyo|medical|dental|university|hospital|tokyo	tokyo|medical|dental|university|dental|hospital|tokyo	1.0	False
355	60283921	Japan	Tokyo	60284770	Japan	Tokyo	Tokyo Medical and Dental University Hospital, Tokyo	Tokyo Medical and Dental University Medical Hospital, Tokyo	tokyo|medical|dental|university|hospital|tokyo	tokyo|medical|dental|university|medical|hospital|tokyo	1.0	False
356	60295047	United States	Sturgis	60299119	United States	Sturgis	Maggie's Pearl LLC, Sturgis	Maggie's Pearl, LLC, Sturgis	maggie|s|pearl|llc|sturgis	maggie|s|pearl|llc|sturgis	1.0	False
357	60299119	United States	Sturgis	60295047	United States	Sturgis	Maggie's Pearl, LLC, Sturgis	Maggie's Pearl LLC, Sturgis	maggie|s|pearl|llc|sturgis	maggie|s|pearl|llc|sturgis	1.0	False
358	60298785	United States	Irvine	60298786	United States	Irvine	Tensor Biosciences Inc., Irvine	Tensor Biosciences, Inc., Irvine	tensor|biosciences|irvine	tensor|biosciences|irvine	1.0	False
359	60298786	United States	Irvine	60298785	United States	Irvine	Tensor Biosciences, Inc., Irvine	Tensor Biosciences Inc., Irvine	tensor|biosciences|irvine	tensor|biosciences|irvine	1.0	False
360	60317570	United States	Round Rock	60318193	United States	Round Rock	Monolith Semiconductor Inc., Round Rock	Monolith Semiconductor, Round Rock	monolith|semiconductor|round|rock	monolith|semiconductor|round|rock	1.0	False
361	60323912	United States	Sunnyvale	60320594	United States	Sunnyvale	Network Appliance, Inc., Sunnyvale	Network Appliance, inc., Sunnyvale	network|appliance|sunnyvale	network|appliance|sunnyvale	1.0	False
362	60323916	United States	New Canaan	60320596	Canada	New Canaan	Network-1 Technologies, Inc., New Canaan	Network-1 Technologies Inc, New Canaan	network|1|technologies|new|canaan	network|1|technologies|new|canaan	1.0	False
363	60320596	Canada	New Canaan	60323916	United States	New Canaan	Network-1 Technologies Inc, New Canaan	Network-1 Technologies, Inc., New Canaan	network|1|technologies|new|canaan	network|1|technologies|new|canaan	1.0	False
364	60318193	United States	Round Rock	60317570	United States	Round Rock	Monolith Semiconductor, Round Rock	Monolith Semiconductor Inc., Round Rock	monolith|semiconductor|round|rock	monolith|semiconductor|round|rock	1.0	False
365	60320594	United States	Sunnyvale	60323912	United States	Sunnyvale	Network Appliance, inc., Sunnyvale	Network Appliance, Inc., Sunnyvale	network|appliance|sunnyvale	network|appliance|sunnyvale	1.0	False
366	60304501	United States	Los Angeles	60313576	United States	Los Angeles	CytRx Corporation, Los Angeles	Cytrx Corporation, Los Angeles	cytrx|corporation|los|angeles	cytrx|corporation|los|angeles	1.0	False
367	60313576	United States	Los Angeles	60304501	United States	Los Angeles	Cytrx Corporation, Los Angeles	CytRx Corporation, Los Angeles	cytrx|corporation|los|angeles	cytrx|corporation|los|angeles	1.0	False
368	60295444	United States	Watertown	60090419	United States	Watertown	Ambergen Inc., Watertown	AmberGen, Inc., Watertown	ambergen|watertown	ambergen|watertown	1.0	False
369	60296678	United States	San Diego	60312338	United States	San Diego	Astute Medical, San Diego	Astute Medical Inc., San Diego	astute|medical|san|diego	astute|medical|san|diego	1.0	False
370	60312338	United States	San Diego	60296678	United States	San Diego	Astute Medical Inc., San Diego	Astute Medical, San Diego	astute|medical|san|diego	astute|medical|san|diego	1.0	False
371	60297047	China	Zhuhai	60302645	China	Zhuhai	Gree Electric Appliances, Inc. of Zhuhai, Zhuhai	Gree Electric Appliances Co., Ltd. of Zhuhai, Zhuhai	gree|electric|appliances|zhuhai|zhuhai	gree|electric|appliances|zhuhai|zhuhai	1.0	False
372	60303234	United States	New York	60298280	United States	New York	Rasna Research, Inc., New York	Rasna Research Inc, New York	rasna|research|new|york	rasna|research|new|york	1.0	False
373	60315126	United States	Princeton	60022340	United States	Princeton	David Sarnoff Research Center, Inc., Princeton	David Sarnoff Research Center, Princeton	david|sarnoff|research|center|princeton	david|sarnoff|research|center|princeton	1.0	False
374	60310782	United States	Durham	60298485	United States	Durham	Physcient Inc, Durham	Physcient, Inc., Durham	physcient|durham	physcient|durham	1.0	False
375	60302645	China	Zhuhai	60297047	China	Zhuhai	Gree Electric Appliances Co., Ltd. of Zhuhai, Zhuhai	Gree Electric Appliances, Inc. of Zhuhai, Zhuhai	gree|electric|appliances|zhuhai|zhuhai	gree|electric|appliances|zhuhai|zhuhai	1.0	False
376	60298280	United States	New York	60303234	United States	New York	Rasna Research Inc, New York	Rasna Research, Inc., New York	rasna|research|new|york	rasna|research|new|york	1.0	False
377	60298485	United States	Durham	60310782	United States	Durham	Physcient, Inc., Durham	Physcient Inc, Durham	physcient|durham	physcient|durham	1.0	False
378	60298779	United Kingdom	Cardiff	60311900	United Kingdom	Cardiff	Telonostix Ltd, Cardiff	TeloNostiX Ltd, Cardiff	telonostix|cardiff	telonostix|cardiff	1.0	False
379	60311900	United Kingdom	Cardiff	60298779	United Kingdom	Cardiff	TeloNostiX Ltd, Cardiff	Telonostix Ltd, Cardiff	telonostix|cardiff	telonostix|cardiff	1.0	False
380	60316378	United States	Ithaca	60099773	United States	Ithaca	Syracuse Bioanalytical, Ithaca	Syracuse Bioanalytical Inc., Ithaca	syracuse|bioanalytical|ithaca	syracuse|bioanalytical|ithaca	1.0	False
381	60310542	China	Shenzhen	60309322	China	Shenzhen	Shenzhen Grand Powersource Co. Ltd, Shenzhen	Shenzhen Grand Powersource Co.,Ltd, Shenzhen	shenzhen|grand|powersource|shenzhen	shenzhen|grand|powersource|shenzhen	1.0	False
382	60308903	China	Shenzhen	60310708	China	Shenzhen	Shenzhen Chuangruixin Technology Co., Ltd, Shenzhen	Shenzhen Chuangruixin Technology Co, Shenzhen	shenzhen|chuangruixin|technology|shenzhen	shenzhen|chuangruixin|technology|shenzhen	1.0	False
383	60299749	China	Shenzhen	60309324	China	Shenzhen	Shenzhen Sensetime Technology Co., Ltd., Shenzhen	Shenzhen SenseTime Technology Co. Ltd, Shenzhen	shenzhen|sensetime|technology|shenzhen	shenzhen|sensetime|technology|shenzhen	1.0	False
384	60299648	China	Shenzhen	60301329	China	Shenzhen	Shenzhen Niou Technology Co., Ltd., Shenzhen	Shenzhen Niou Technology Co., Ltd, Shenzhen	shenzhen|niou|technology|shenzhen	shenzhen|niou|technology|shenzhen	1.0	False
385	60309322	China	Shenzhen	60310542	China	Shenzhen	Shenzhen Grand Powersource Co.,Ltd, Shenzhen	Shenzhen Grand Powersource Co. Ltd, Shenzhen	shenzhen|grand|powersource|shenzhen	shenzhen|grand|powersource|shenzhen	1.0	False
386	60301329	China	Shenzhen	60299648	China	Shenzhen	Shenzhen Niou Technology Co., Ltd, Shenzhen	Shenzhen Niou Technology Co., Ltd., Shenzhen	shenzhen|niou|technology|shenzhen	shenzhen|niou|technology|shenzhen	1.0	False
387	60310708	China	Shenzhen	60308903	China	Shenzhen	Shenzhen Chuangruixin Technology Co, Shenzhen	Shenzhen Chuangruixin Technology Co., Ltd, Shenzhen	shenzhen|chuangruixin|technology|shenzhen	shenzhen|chuangruixin|technology|shenzhen	1.0	False
388	60310710	China	Shenzhen	60311192	China	Shenzhen	Shenzhen Nuoan Intelligent Co, Shenzhen	Shenzhen Nuoan Intelligent Co., Ltd., Shenzhen	shenzhen|nuoan|intelligent|shenzhen	shenzhen|nuoan|intelligent|shenzhen	1.0	False
389	60309324	China	Shenzhen	60299749	China	Shenzhen	Shenzhen SenseTime Technology Co. Ltd, Shenzhen	Shenzhen Sensetime Technology Co., Ltd., Shenzhen	shenzhen|sensetime|technology|shenzhen	shenzhen|sensetime|technology|shenzhen	1.0	False
390	60311192	China	Shenzhen	60310710	China	Shenzhen	Shenzhen Nuoan Intelligent Co., Ltd., Shenzhen	Shenzhen Nuoan Intelligent Co, Shenzhen	shenzhen|nuoan|intelligent|shenzhen	shenzhen|nuoan|intelligent|shenzhen	1.0	False
391	60313596	Canada	Toronto	60324607	Canada	Toronto	1149336 Ontario Inc., Toronto	1149336 Ontario Inc, Toronto	1149336|ontario|toronto	1149336|ontario|toronto	1.0	False
392	60324607	Canada	Toronto	60313596	Canada	Toronto	1149336 Ontario Inc, Toronto	1149336 Ontario Inc., Toronto	1149336|ontario|toronto	1149336|ontario|toronto	1.0	False
393	60302188	China	Beijing	60293855	China	Beijing 	Datang Mobile Communications Equipment Co., Ltd, Beijing	Datang Mobile Communications Equipment Co., Ltd., Beijing 	datang|mobile|communications|equipment|beijing	datang|mobile|communications|equipment|beijing	1.0	False
394	60293855	China	Beijing 	60302188	China	Beijing	Datang Mobile Communications Equipment Co., Ltd., Beijing 	Datang Mobile Communications Equipment Co., Ltd, Beijing	datang|mobile|communications|equipment|beijing	datang|mobile|communications|equipment|beijing	1.0	False
395	60308780	United States	Boston	60298649	United States	Boston	Inozyme Pharma, Boston	Inozyme Pharma, Inc., Boston	inozyme|pharma|boston	inozyme|pharma|boston	1.0	False
396	60298649	United States	Boston	60308780	United States	Boston	Inozyme Pharma, Inc., Boston	Inozyme Pharma, Boston	inozyme|pharma|boston	inozyme|pharma|boston	1.0	False
397	60331497	Spain	Barcelona	60331041	Spain	Barcelona	Eodyne Systems S.L., Barcelona	Eodyne Systems S.L, Barcelona	eodyne|systems|s|l|barcelona	eodyne|systems|s|l|barcelona	1.0	False
398	60331041	Spain	Barcelona	60331497	Spain	Barcelona	Eodyne Systems S.L, Barcelona	Eodyne Systems S.L., Barcelona	eodyne|systems|s|l|barcelona	eodyne|systems|s|l|barcelona	1.0	False
399	60302067	South Korea	Jeju	60306687	South Korea	Jeju	Reviresco Co.,Ltd., Jeju	Reviresco Co., Ltd., Jeju	reviresco|jeju	reviresco|jeju	1.0	False
400	60306687	South Korea	Jeju	60302067	South Korea	Jeju	Reviresco Co., Ltd., Jeju	Reviresco Co.,Ltd., Jeju	reviresco|jeju	reviresco|jeju	1.0	False
401	60312817	United States	Rochester Hills	60019291	United States	Rochester Hills	Energy Conversion Devices, Inc., Rochester Hills	Energy Conversion Devices Inc, Rochester Hills	energy|conversion|devices|rochester|hills	energy|conversion|devices|rochester|hills	1.0	False
402	60289933	Indonesia	Padang	60279331	Indonesia	Padang	Imam Bonjol Padang State Islamic University, Padang	Imam Bonjol State Islamic University Padang, Padang	imam|bonjol|padang|state|islamic|university|padang	imam|bonjol|state|islamic|university|padang|padang	1.0	False
403	60313585	South Korea	Seoul	60093580	South Korea	Seoul	Daewoong Pharmaceutical Co.,Ltd., Seoul	Daewoong Pharmaceutical Co., Ltd., Seoul	daewoong|pharmaceutical|seoul	daewoong|pharmaceutical|seoul	1.0	False
404	60281541	Greece	Corfu	60281526	Greece	Corfu	Τμήμα Τουρισμού, Corfu	Σχολή Οικονομικών Επιστημών, Corfu	corfu	corfu	1.0	False
405	60281541	Greece	Corfu	60281552	Greece	Corfu	Τμήμα Τουρισμού, Corfu	Τμήμα Μουσικών Σπουδών, Corfu	corfu	corfu	1.0	False
406	60281541	Greece	Corfu	60281551	Greece	Corfu	Τμήμα Τουρισμού, Corfu	Τμημα Τεχνων Ηχου & Εικονας, Corfu	corfu	corfu	1.0	False
407	60302705	United States	Redwood City	60297030	United States	Redwood City	Corcept Therapeutics Incorporated, Redwood City	Corcept Therapeutics, Incorporated, Redwood City	corcept|therapeutics|incorporated|redwood|city	corcept|therapeutics|incorporated|redwood|city	1.0	False
408	60303434	United Kingdom	London	60306972	United Kingdom	London	Small Pharma Ltd., London	Small Pharma Ltd, London	small|pharma|london	small|pharma|london	1.0	False
409	60306972	United Kingdom	London	60303434	United Kingdom	London	Small Pharma Ltd, London	Small Pharma Ltd., London	small|pharma|london	small|pharma|london	1.0	False
410	60281551	Greece	Corfu	60281526	Greece	Corfu	Τμημα Τεχνων Ηχου & Εικονας, Corfu	Σχολή Οικονομικών Επιστημών, Corfu	corfu	corfu	1.0	False
411	60281551	Greece	Corfu	60281552	Greece	Corfu	Τμημα Τεχνων Ηχου & Εικονας, Corfu	Τμήμα Μουσικών Σπουδών, Corfu	corfu	corfu	1.0	False
412	60281551	Greece	Corfu	60281541	Greece	Corfu	Τμημα Τεχνων Ηχου & Εικονας, Corfu	Τμήμα Τουρισμού, Corfu	corfu	corfu	1.0	False
413	60281552	Greece	Corfu	60281526	Greece	Corfu	Τμήμα Μουσικών Σπουδών, Corfu	Σχολή Οικονομικών Επιστημών, Corfu	corfu	corfu	1.0	False
414	60281552	Greece	Corfu	60281551	Greece	Corfu	Τμήμα Μουσικών Σπουδών, Corfu	Τμημα Τεχνων Ηχου & Εικονας, Corfu	corfu	corfu	1.0	False
415	60281552	Greece	Corfu	60281541	Greece	Corfu	Τμήμα Μουσικών Σπουδών, Corfu	Τμήμα Τουρισμού, Corfu	corfu	corfu	1.0	False
416	60297030	United States	Redwood City	60302705	United States	Redwood City	Corcept Therapeutics, Incorporated, Redwood City	Corcept Therapeutics Incorporated, Redwood City	corcept|therapeutics|incorporated|redwood|city	corcept|therapeutics|incorporated|redwood|city	1.0	False
417	60315679	China	Yining	60328589	China	Yining	Yili Chuanning Biotechnology Co., Ltd., Yining	Yili Chuanning Biotechnology Co Ltd, Yining	yili|chuanning|biotechnology|yining	yili|chuanning|biotechnology|yining	1.0	False
418	60281526	Greece	Corfu	60281552	Greece	Corfu	Σχολή Οικονομικών Επιστημών, Corfu	Τμήμα Μουσικών Σπουδών, Corfu	corfu	corfu	1.0	False
419	60281526	Greece	Corfu	60281551	Greece	Corfu	Σχολή Οικονομικών Επιστημών, Corfu	Τμημα Τεχνων Ηχου & Εικονας, Corfu	corfu	corfu	1.0	False
420	60281526	Greece	Corfu	60281541	Greece	Corfu	Σχολή Οικονομικών Επιστημών, Corfu	Τμήμα Τουρισμού, Corfu	corfu	corfu	1.0	False
421	60328589	China	Yining	60315679	China	Yining	Yili Chuanning Biotechnology Co Ltd, Yining	Yili Chuanning Biotechnology Co., Ltd., Yining	yili|chuanning|biotechnology|yining	yili|chuanning|biotechnology|yining	1.0	False
